Gene,placenta_1,placenta_2,Uterus_D14_1,Uterus_D14_2,Uterus_D14_3,placenta_term_1,placenta_term_2,placenta_term_3,placenta_term_4,PTR2_1,PTR2_2,PTR2_3,sTO01_1,sTO01_2,sTO02_1,sTO02_2,sTO02_3,sTO03_1,sTO03_2,sTO03_3
ENSSSCG00000056215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000053875,0,0,0,0.060747125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANCL3,0.025144441,0,0.834674985,1.254842986,1.901782075,7.03E-03,0.012891201,9.54E-03,2.23E-03,0,0,0,0,0,0,0,0,0,0,0
XK,0.102590579,0.3217769,2.942658553,7.137602864,6.214269642,0.39732055,0.30681435,0.149792131,0.182342433,0,5.15E-03,0.015465849,0,0,0,0,0,0,0,4.76E-03
ENSSSCG00000060835,0,0,0.0238704,0.052641151,0.018406417,0,0,0.04227044,0,0,0,0,0,0,0,0,0,0,0,0
CYBB,1.178509915,1.764197661,3.966637752,5.84010292,5.9063903,2.74945179,1.632654066,1.856984164,5.510856742,0,0,0,0,0,5.17E-03,0,0,0,0,0
DYNLT3,1.317245267,4.319357841,4.525429975,4.500020797,4.999573407,6.94294908,6.67079035,3.883036286,5.247383999,7.14931495,6.551806884,9.672443254,0,0,0,0.022799327,0,0,7.17E-03,0.015271321
SYTL5,0.015620311,0.192076167,0.070251028,0.137710115,0.072227235,0.19372161,0.327006136,0.067384789,0.17916966,2.220791986,2.227929215,2.248843948,0,0,0,0,0,0,0,0
ENSSSCG00000056304,0,0,0,0,0.093054666,0,0,0,0,0,0,0.182030583,0,0,0,0,0,0,0,0
ENSSSCG00000049603,0,7.33E-03,0.010278579,0.015111498,7.93E-03,0.01342602,0.020504988,0.040953656,0.012753097,0.070794555,0.123852584,0.160209882,0,0,0,0,0,0,0,0
SRPX,3.141571676,9.6776301,14.75690652,11.7544791,13.17752886,11.0342018,15.32791997,9.293137564,19.75651549,0,0.011259787,0.011276231,0.013192949,0,0,0.010357216,0,0.02240401,0,0.031218363
ENSSSCG00000044870,0,0.015122488,0,0.015585598,8.17E-03,0.02769449,0.0211483,0.014079505,8.77E-03,0,5.32E-03,0.021320803,0.018708663,0.010724704,9.62E-03,9.79E-03,0.021018474,5.30E-03,0.018465041,0.014756717
U6_809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012235,0.924434242,1.250469768,0.868246477,1.472873193,1.37763141,1.6066638,1.265755187,1.397071313,1.318968327,0.610396731,0.595194323,0.671620892,0.884004859,0.810806485,0.742589891,0.747971461,0.819345434,0.86735979,0.894305803,0.952937116
ENSSSCG00000050812,9.85E-03,0,0.029544258,0,0.045563036,0.05788668,0.017681568,0.065397354,0.024437929,0.031305922,0,0,0,0,0,0,0,7.38E-03,0,0.013708582
OTC,0,0,0,0,0,0,0.016426198,0.018226266,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000041551,0,0,0.016593792,0,0.025590879,0,0,7.35E-03,0,0,0,8.34E-03,0,0,0,0,0,0,0,0
ENSSSCG00000056736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000051526,0,0,0.250868932,0.030735484,0.096722265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN7,0.411677888,1.933023104,45.40166905,37.73382714,54.27243693,2.03288942,2.794270178,1.674972407,4.317003239,0,0,0,0,0.01357306,0.012177405,0,0,0,0.046738278,0.024901236
ssc-mir-9786-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MID1IP1,47.93239102,19.99679073,189.3124131,119.5467934,136.6888857,11.3368031,14.6635502,18.58076508,27.52993644,12.4027333,13.10965361,13.007839,12.68241147,12.47785404,17.16594117,16.04136562,15.62105144,15.3162422,15.83460607,14.47706329
ENSSSCG00000051065,0.105991404,0.022666612,0.023834369,0.013627105,0.014294493,0.07379623,0.082416123,0.106688996,0.089812403,0,0,0,0.038946965,0.033489407,0.033651347,0.031798608,0.035441906,0.04365172,0.03690221,0.034406352
ENSSSCG00000050621,0.088294133,0,0,0,0,0.0288162,0.079217529,0.205096728,0.123173543,0,0,0,9.73E-03,0.025107945,0,7.64E-03,8.20E-03,0,0,0
ENSSSCG00000048575,0,0.05604829,0,0,0,0.07413159,0.026127228,0.121759621,0.021666473,0,0.013150966,0,0,6.63E-03,0,0,0,0,0,0
ENSSSCG00000051083,0.010020868,0.010714979,7.51E-03,0.011043113,0.028959875,0.02943423,0.059938176,0.12303705,0.034172055,0,0,0,0,3.80E-03,0,0,0,0,0,0
ENSSSCG00000043826,0,5.44E-03,0,0,0,0.02326099,0.057855834,0.077710919,0.031564465,0,0,0,0,0,0,0,0,3.81E-03,0,3.54E-03
ENSSSCG00000042795,8.37E-03,0,0.012549198,0.027674619,9.68E-03,0.06556775,0.065090221,0.144446292,0.03633083,0,0,0,7.38E-03,0.012695572,0,0,0,0,0,5.82E-03
U3_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCOR,0.774133421,1.162684689,5.534334658,5.739960114,6.822850201,0.60753017,1.019748025,0.561293945,0.651989564,0.305656293,0.458048138,0.357529481,5.441870354,6.803496092,6.225698026,5.824289116,5.885412292,4.25205966,3.984438154,4.018436925
ENSSSCG00000041257,0,0,0,0.061031433,0.018291557,0.02582107,0.02839349,0.010501666,4.91E-03,0,0,0,0,0.011999065,0.032295768,5.48E-03,0,5.92E-03,0,5.50E-03
ENSSSCG00000041498,5.71E-03,6.11E-03,0.042832239,0.031485834,0.033027853,0.06340781,0.071775544,0.056886487,0.060229742,0,0,0,0.05039335,0.056331383,0.062201953,0.047473978,0.016984506,0.02995195,0,3.98E-03
ENSSSCG00000047540,0,0.021405285,0.420150446,0.330911971,0.300835939,0.01306682,0.059869169,0.026571977,0.024823791,0,0,0,0.052962747,0.060721582,0.040858397,0.138595906,0.119003282,0,0.013068268,0.027850066
U6_810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000051609,0,0.015303872,0,0,0,0,0.017121568,0,0,0,0,0,0.075732244,0.097680062,0.126585437,0.089181185,0.159529329,0.17147601,0.046716293,0.109513902
ENSSSCG00000062563,0,0,0,0,0,0.027189,0,0,0.012913129,0,0,0,0.018367186,0,0,0.014419287,0.015476128,0,0.013596008,0.101411604
ENSSSCG00000043749,0,5.78E-03,0.048640129,0.095347185,0.13127207,0.01058907,0.012937784,0.014355573,0,0,0,0,0,4.10E-03,7.36E-03,3.74E-03,4.02E-03,0,0,3.76E-03
ATP6AP2,60.09565273,59.05155571,25.62180206,25.36509631,26.73547772,42.1636198,27.81744296,38.29539438,36.22947268,44.77391554,42.84607646,47.175007,38.34238815,40.95978894,54.99644682,50.29786097,54.69816203,53.4376681,61.26993204,54.36971377
MPC1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXorf38,0.789663469,1.013232844,3.354142217,3.734687005,2.9667212,0.51973382,0.621893577,0.497879783,0.632405397,3.653449877,3.947495309,3.735012469,1.903482358,1.691642346,2.511589668,2.514868267,2.454700042,1.98579247,1.993250068,1.881324983
MED14,2.85197371,2.233186942,2.552146741,2.572349493,4.21994523,2.64343518,2.808110039,2.760573647,2.053913648,1.01063733,0.766165595,0.93926206,8.412128767,8.291407269,5.552264294,5.975192249,6.04471463,6.03215998,6.092319304,5.927104529
ENSSSCG00000056852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052771,0,0,0,0.015809719,0.033168,9.36E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000053694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000063294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP9X,21.91074007,10.16409478,6.849345437,7.313978344,9.066406421,33.1092772,35.36114015,56.72199298,41.35708584,14.55881372,13.47321083,15.43951977,20.11307422,20.94014117,9.610209613,9.48715433,9.787556872,10.9446995,10.94275425,11.15536886
U6_811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX3X,25.82105477,17.05100481,24.53727208,27.87325554,34.94941793,57.7753635,47.45368063,61.88147513,53.22721218,12.53090513,13.0336978,12.74003511,52.07802903,49.47059168,52.57288113,50.69730007,54.19356835,49.9751698,53.24770013,50.82300559
NYX,0,0.012911124,0.253424079,0.479034472,0.195414798,0,0.072223124,8.01E-03,0.02245962,0.019181089,9.09E-03,0,0.021297189,9.16E-03,0,0,0,0.04520808,0.03152979,0.050395358
CASK,1.181555211,3.215275457,5.035310881,4.740184042,5.125801773,4.97838923,5.18928817,3.960523081,5.490260044,2.103643244,2.088395744,2.316601255,3.06746429,3.261798077,2.664471349,2.789575182,2.481052273,3.73783281,3.813288781,3.813952366
ENSSSCG00000020522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR34,0.613951193,1.671492587,0.339839211,0.697399247,0.4913425,2.29966262,1.271162851,1.413597851,3.97350177,0.022506446,0.017773092,0.028478477,0.012494704,0,0,0,3.51E-03,0,0,0
GPR82,0.014908557,0,0.033524988,0.115005826,0.06031912,0.11677548,0.151594249,0.079156111,0.069326608,0.041444685,0.072937602,0.044950227,0,5.65E-03,0,0,0,0,0,0
U6_812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6_813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000046344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000042172,0,0.05511468,0,0,0,0.04485954,0,0.011402994,0.042611137,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012257,3.65140388,10.19801267,18.97354399,14.49228976,13.31141178,13.1831127,14.82749761,8.260895608,14.71554317,0,0,0,0,0,0,0,0,0,6.21E-03,6.61E-03
MAOB,0.274955111,1.139251136,17.12330013,13.74879435,13.33617707,1.2563037,0.794889442,0.440998781,0.724525701,0,0,0,0,0,0.015588545,0,0.017026072,0,0,0
NDP,0,0,13.19133195,11.95842968,11.70782109,0.01927372,0.0353231,0,9.15E-03,0,0,0,0,0,0,0,0,0,0,0
EFHC2,0,0.052801091,0.088834146,0.163254202,0.148416302,0.06446467,0.01772174,6.56E-03,0.036740177,0,7.43E-03,0.022332866,8.71E-03,0.022467577,0,0,0,0,0,0
ENSSSCG00000023007,0,0,0.111804741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUNDC1,1.936678099,4.623237291,15.92115393,29.42275673,23.19986697,3.36905737,2.710098961,1.895121605,3.066157035,2.990614534,2.901785127,2.66838082,2.788305201,3.483671586,2.910969241,2.220160345,2.664010702,2.5766199,2.822560273,2.318365499
ENSSSCG00000023500,0,0,0,0.05761583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM6A,4.76952557,2.780502772,4.977972973,5.683782028,6.864443291,7.64794041,7.217153593,7.750461329,7.120234365,3.387517306,3.223085327,3.728376406,5.73883192,5.206083946,3.957829029,3.543938163,3.854957492,4.08164417,4.000342151,3.80364965
DIPK2B,0.912100508,4.024567093,4.110749141,3.098137953,5.258515455,1.14926519,2.489539712,1.743234636,1.69297217,0,4.35E-03,0,0,0,0,0,0,0,0,0
ssc-mir-221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-mir-222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000059508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000051064,0,0,0.023895408,0.017565434,0,0,9.53E-03,0.105786814,0,0.215222066,0.347915034,0.216262631,0.154624958,0.036261186,0.010844205,0.0110354,0,0.0119355,0.010405326,0
ssc-mir-9859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012264,0.971331551,0.673810459,2.954441376,1.959485421,3.391726571,1.01652639,1.070742823,1.057551379,0.617172944,0.277355357,0.290018608,0.353976369,0.927401155,0.903975433,1.015827803,0.919804406,0.963359898,0.88362394,0.804402685,0.868307833
ENSSSCG00000053604,0,0,0.66690547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST7,0.175316475,0.679542629,6.652724282,5.699423461,6.212881716,0.60793406,0.576744687,0.338154008,0.906957801,0.095732766,0.070100993,0.074332979,4.83E-03,0,3.73E-03,0,0,8.21E-03,0,0
SLC9A7,0.055980231,0.585276135,0.550156115,0.952781155,1.387716698,0.51156112,0.587824182,0.206405384,0.586190579,1.037472633,0.838007121,0.91893444,0.016456128,0.047167214,0.016926891,0.021531662,0.027731754,0.03726063,0.052785974,0.073553323
ENSSSCG00000044132,0,0,0,0.021703827,0,0.01285538,0.023560165,0,0,0,0,0,0,0,0,0,0,0,0,0
RP2,2.515872925,2.404937721,0.767296784,0.969190806,1.091656228,3.53847326,3.548634683,5.033126588,4.527680655,1.44287594,1.4161403,1.439943418,3.22954394,3.083119991,3.310488417,2.88473866,3.422930209,2.52625474,3.068272136,2.542332993
JADE3,27.35969429,10.64546102,3.939120178,3.346991734,4.632653984,16.2627089,17.49543482,17.97826201,18.84654684,6.185930958,6.165485398,6.321727265,4.14547652,3.707927136,4.192618066,3.808474279,4.008012779,4.06249263,4.46718823,4.282300944
RGN,23.03861972,10.0110869,0.626597997,0.497458875,0.753742793,9.17778832,5.360066916,8.721448565,16.30568429,0.092954508,0.01258374,0.151225408,0,0,0.011374499,0.023150085,0,0.03755749,0.010914158,0.023259396
ENSSSCG00000062736,0.087437832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB11,15.95780868,16.16056565,12.08200132,10.38751764,8.712350643,7.18899386,6.972345961,8.043200647,10.03117252,8.50834589,9.015742748,9.665174709,12.99184819,11.55234116,13.03078795,13.97017435,12.85848536,15.45579,13.88102144,15.01475439
RBM10,19.48233251,11.64957053,35.46842396,31.22288519,31.15663153,7.91221385,11.50453527,9.658757535,13.98091147,4.651517625,5.677510521,4.953748048,19.03591544,16.03620991,21.40207325,20.43968645,20.2068543,23.8183137,22.42837247,22.54765966
UBA1,47.18153126,25.80166399,92.19815971,86.31047709,81.77770897,17.2410162,26.11967738,22.86475557,29.82894389,17.27247037,17.89762036,18.62355996,75.80476389,63.20352255,67.05538975,67.04475978,66.81880516,72.6573195,69.79073161,72.24849205
CDK16,5.778614853,3.746093947,15.66207023,15.61856223,15.83608262,2.69972374,3.469660337,2.767103956,3.491085139,5.015813934,5.142947789,5.306617525,15.25241264,13.3395534,15.95469466,16.92497813,15.35048287,17.0865782,15.09646362,16.2689083
USP11,4.575491321,3.642882214,24.71502418,23.64604724,21.46849487,2.37047905,4.360527111,2.517626167,4.999372127,0.806795698,0.78483876,0.901172381,5.414456492,5.357849971,7.185927738,7.617574903,7.040353667,8.65623295,8.197838638,8.691524396
ENSSSCG00000030912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000012272,0,0.019320684,0,0,0,0.01179428,0.021615472,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF41,0.61531594,0.679160494,0.981956312,0.977026168,1.017227716,1.1660409,0.890422075,1.027519124,1.078882214,0.310050478,0.328671202,0.319176913,0.694346722,0.707428217,0.783230319,0.852007707,0.88495591,0.78278107,0.725617093,0.754779793
ARAF,71.5976517,29.24296684,59.81062633,69.19653949,57.65349514,8.52277874,18.04037578,12.61852194,17.09072833,6.408457151,6.618805176,7.088914977,16.93567463,16.20308818,27.46358669,23.92127074,25.11661062,27.7878268,25.33855799,27.62829082
SYN1,0.682250351,0.175081789,0.968239081,1.202956521,0.904341129,0.29688435,0.467928114,0.187155691,0.924973777,0.028900654,0,6.86E-03,0.208578752,0.124166105,0.358951294,0.201533777,0.290659734,0.46319027,0.35630077,0.44293678
TIMP1,53.93185737,33.41453669,132.7140599,219.8846756,144.497654,13.8667038,19.32348135,17.27357895,19.72114927,10.48763491,9.342061836,9.687467519,11.64465417,10.50243295,67.73431689,39.02497172,54.79315028,81.5157996,76.02632101,84.70502337
CFP,0.680724064,1.973351209,5.476681431,11.57755946,6.942252783,0.6418104,0.62431801,0.712813273,0.876946842,0,0.05123581,0.062712997,0.040021564,0.028677854,0.077187127,0.089021084,0.05058305,0.06230018,0.09381347,0.168360331
ELK1,23.08896486,12.97217282,7.885843895,6.862287464,8.159752862,4.783875,6.808762829,6.933951588,7.799097369,3.633069929,4.381738255,3.847456116,8.590327198,7.102786228,10.95550364,10.09785051,10.44399145,12.252611,12.10013605,12.09798509
UXT,8.555455598,7.724071361,4.476934651,6.226177486,4.944979242,5.11026961,4.006946575,5.329901663,5.05430817,9.840356505,11.481578,9.946981542,9.395619457,8.752283217,13.37091929,12.99198754,13.91422984,14.5049599,15.12175436,14.23234425
ENSSSCG00000059327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057005,0.012349174,0,0.018513123,0,0.014275432,0.0161214,0,0.016391804,0,9.81E-03,0.04647404,0.055850293,0,9.37E-03,0,0,0,0,0,0
ZNF81,0.540545396,0.447201691,0.112384641,0.08261357,0.091220601,1.3417887,1.319233275,1.146950184,1.438440823,0.269510217,0.26727394,0.333093308,0.567170222,0.544541574,0.561025908,0.464382547,0.474963823,0.33090067,0.386354407,0.370515665
ZNF182,0.522225955,0.623545244,1.944174425,1.496297607,2.112894556,0.55107884,0.494571392,0.687405501,0.555837054,0.324915356,0.307898491,0.393635929,0.583357796,0.521413586,0.740188343,0.674901801,0.627354256,0.58004972,0.568185581,0.659925485
SPACA5,0,0,0,0,0,0.02637658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF630,0.0120413,0.064376796,0.21661892,0.238853753,0.292310224,0.01571948,0.028809224,0.023974716,0.052260612,0.086075801,0.172198548,0.145221075,0.042476389,0.01826213,0.040960799,0.058356171,0.035790461,0,0.03144245,8.38E-03
ENSSSCG00000047914,0,0,0,0,0,0.01399687,0,0,0,0,0,0,0,0.032521778,0.029177713,0.014846073,0,0,0,0
SLC38A5,0.242779513,0.190370403,8.055650499,7.188065134,6.062016503,0.3275045,0.309791102,0.128902358,0.582038669,0,0,0.048799688,0,0,0,0,0,0,0,0
FTSJ1,5.452836855,4.615156544,10.61541143,10.12235386,9.606003554,3.5692663,3.877080204,3.455832531,4.971274244,8.393590276,8.034918124,8.695015624,7.61280451,5.206546159,7.753951527,8.486183224,7.932550897,10.1560041,8.452880545,10.13961729
PORCN,0.031337143,0.201046544,3.758297355,2.382838825,2.354637629,0.35795814,0.318644555,0.187180561,0.408020289,0.261344805,0.436348638,0.153535579,0.0276359,0.047526676,0.191878773,0.054239386,0.034928873,0.07039611,0.040914043,0.065394595
EBP,52.63216052,61.26031212,8.245295545,9.063572728,6.976063002,26.5097853,20.43908362,37.12783432,28.57540301,49.52958429,46.32227406,49.07696846,42.14918727,38.42482042,50.94842597,51.35308846,49.19466199,52.5672794,48.55403021,47.04353967
TBC1D25,4.279762,2.102938682,8.566970072,8.560307067,8.607783547,1.21914474,2.034578246,1.387359663,1.694879634,1.237881981,1.238219561,1.407851168,5.323258454,4.886853183,6.277798506,6.465555337,5.680229804,6.30752012,6.306342581,6.298190612
ENSSSCG00000021591,39.7063189,20.86212175,31.48958401,30.65036389,23.94564416,43.6927297,21.1425559,14.21618914,29.95923366,33.63101697,38.11860359,36.82878517,180.7207434,174.4101116,297.0946118,286.0657308,295.0948563,235.744185,286.9677632,241.128382
WDR13,6.207445997,5.144789902,50.73676209,52.72886032,41.6808606,3.25694743,4.521188703,3.735379383,5.552097042,12.06639334,13.84874679,12.68244118,5.788594779,6.058526232,8.213953486,7.957799465,7.592049274,8.39559795,7.202918286,8.274283252
WAS,0.657840886,0.717199528,10.73211762,12.32412128,11.28750335,0.57252493,0.578642239,0.291063966,0.599811816,0,0.077668188,0.019445404,0.06825212,0.029344046,0.078980198,0.089303,0.04792417,0.0772696,0.06736335,0.026917402
SUV39H1,0.729296665,0.6294872,3.820022207,4.241177277,3.666778395,0.48750589,0.609652428,0.338230656,0.904351558,1.032887513,0.992018781,1.039829337,2.386662792,1.772375836,2.427041453,2.664499282,2.304807997,3.3160776,2.68444799,2.970459285
ENSSSCG00000049365,0,0.024389829,0.205170918,0.025136741,0.131839069,0.01488873,0.013643349,0.015138458,0,0,0,0,0.020115786,0.017297002,0,0,0,0.01708012,0.044671142,0
GLOD5,0.083365385,0,0.124976258,0.091869625,0.096368942,0,0,0,0.025843947,0,0,0,0.036759532,0,0,0,0,0,0,0.02899459
GATA1,0,0.111807672,0.376217189,0.507019304,0.580200638,0.02730112,0.025017495,0.013879521,0.025932757,0,0,0,0,0,0,0,0,0,0,0
HDAC6,5.449744344,2.314816537,15.40452786,14.02430219,14.26798363,1.38363657,2.333477748,1.666262532,2.656538084,1.414984379,1.719943602,1.767783172,1.080537735,1.265432971,1.523980508,1.415540791,1.357307685,1.38465393,1.12371612,1.333335686
ERAS,0.114344589,0.020377473,0.361883235,0.259018639,0.293734143,0.04975757,0.049395189,0.029512092,0.023631834,0,0.014343887,0.02872967,5.60E-03,9.63E-03,0.012965504,0.035184263,0.014161142,0.01902704,0.012440773,0.017675199
PCSK1N,0.034617026,0.148059306,13.33719895,9.384497846,10.88453756,0.4519127,0.476228926,0.643289736,4.44286549,0.054990152,0.078165211,0.052186242,0.21369876,0.23625462,0.353269412,0.311564857,0.23150809,0.41474174,0.271177719,0.313036013
TIMM17B,14.44230173,13.70509778,17.11373818,14.88588429,13.50162323,6.36418584,6.633727677,7.091063861,9.747894985,18.65047185,19.21784078,18.38849133,14.52786777,13.66276133,20.71540705,20.79937807,20.33144849,23.4237027,21.9456181,24.5430104
PQBP1,11.2139377,12.48661016,20.21322591,18.38167661,17.40542693,4.54102155,5.300556102,4.749108113,8.503601013,4.367900438,4.076802972,3.982872757,8.501717423,9.382922321,12.15950625,11.81196243,11.60686878,13.8793002,12.77033746,13.30799577
SLC35A2,14.82119656,11.09346641,18.8693397,16.81570085,14.92651779,8.44299666,6.427165109,10.54446658,9.885547974,26.49580776,31.01543667,28.91102414,24.66591748,30.31149679,38.35522922,34.56162518,32.65608131,26.4674482,27.34749746,27.10191695
PIM2,5.829733608,1.976487952,2.430029016,3.603950934,2.975053328,1.00235927,1.47132678,2.547929791,2.547802527,1.592388903,2.00128509,1.618370969,1.003157331,0.765545928,0.889974793,1.250212786,0.982611208,0.73465249,0.751852898,0.781363543
OTUD5,24.52898865,13.18317981,35.8995895,36.19846798,33.8436496,7.78164566,10.74447937,9.444801472,12.06001393,6.694542542,6.874617041,6.421453872,11.45484542,11.51257446,15.2885449,14.70719409,13.92014576,14.9864799,14.52622484,15.03311532
KCND1,0.063911711,0.116175709,0.479062531,0.331027812,0.458061153,0.05840409,0.087923803,0.050900322,0.126804157,0,4.81E-03,0,0.016908922,0.019386012,0.043481595,0.061947508,0.047491333,0.0143572,0.025033104,0.017782861
GRIPAP1,5.425370791,3.03524061,13.40936534,14.67324382,12.98393625,4.66102459,6.176676663,3.668478448,5.440353109,0.632589737,0.599458973,0.590072293,4.184254507,4.243175256,6.099326807,5.773279111,5.629893501,6.62647355,6.154657399,6.435047543
TFE3,5.925745346,5.670179927,14.85212318,12.78220336,14.92612284,3.8679227,4.370068388,3.787554215,3.846279859,6.110569629,5.480105665,6.61745371,12.06251597,11.64880144,15.04372629,15.98495782,15.36771837,14.4020576,14.51181496,14.57910527
CCDC120,12.34946353,7.173798371,6.497546133,6.591981684,6.751819586,2.25743622,3.71107072,2.580981527,3.124407072,0.554099553,0.670314349,0.598569834,12.38966589,12.26872162,15.90992742,15.3220816,14.38807724,15.9716413,14.9559638,15.39959229
WDR45,15.335322,11.51378323,25.92234618,22.18024253,21.86617252,5.60528342,6.950543864,6.693850171,9.764073176,6.328910863,6.625556232,6.168533872,6.346574992,6.056042193,9.932610726,8.591883484,8.314788409,8.75514344,8.30048928,8.22673384
GPKOW,2.799473265,2.585194423,10.25354087,10.16664901,9.083263904,1.4223911,2.30238107,1.752389264,2.9684738,1.174929428,1.005646723,1.246904736,3.142142565,2.291739796,4.545042749,4.856435309,3.817684991,5.24064023,4.755674704,5.498968666
MAGIX,1.136830832,1.862157659,11.27717005,17.37927925,10.06588149,0.20524668,0.54976839,0.321060458,0.659862928,1.018213924,0.928475956,1.020991887,0.597269349,0.476891281,0.789885694,0.803812184,0.790832618,0.65203138,0.821077847,0.723481851
PLP2,43.30334449,47.22326971,31.98193169,36.19273363,35.34772474,10.3094461,9.032954098,15.26401582,11.12704285,39.16551859,40.63557438,39.52414601,84.82725535,104.7704966,85.04711252,98.51799291,83.1976386,65.3979145,63.35393632,65.41168717
PRICKLE3,11.00483387,3.486003475,7.753951917,6.048568174,6.837751074,2.99000931,6.524765001,3.980511037,4.136550308,2.392780139,3.168235314,2.74774013,7.861089138,6.842981914,9.152871899,9.076152126,9.025850156,10.5683911,9.249403689,9.769682403
SYP,0.094096222,0.025153485,0.246860718,0.194428371,0.339917507,0.28406565,0.337692658,0.210768062,1.15953107,0.037368646,0.017705765,8.87E-03,0.072609668,0.080273603,0.064017279,0.032572984,0.026220282,0.0352298,0.046069814,0.040908486
CACNA1F,0.035894601,0.02193194,0.038436412,0.028254477,0.017782944,0.01673539,0.021469766,0,0.025434555,4.07E-03,7.72E-03,7.73E-03,0.022610767,0.019442367,0.027909117,7.10E-03,0.019051756,0.0230383,0.0267796,0.014267644
CCDC22,6.33819069,4.009627234,16.25910001,14.06691684,12.59574056,2.60425477,4.017643518,2.555761141,4.462102143,3.158910448,4.494953722,4.28262824,4.676544652,4.251014663,6.974974732,6.494799667,6.548637012,6.06020934,5.439870054,6.437641061
FOXP3,0.082525595,0.151271751,1.396238047,0.96140975,1.10389297,0.02308589,0.049361329,0.015648743,0.058476811,9.36E-03,0,0,0.020793846,0.035760095,0.10426991,0.073459589,0.070083296,0.04413963,0.069265367,0.016401434
PPP1R3F,16.75350015,7.36207479,0.554551513,0.552298568,0.800051174,1.87711245,4.91763002,7.064186229,10.54280997,0.322242293,0.619712187,0.521678236,0.305176196,0.370996961,0.405913482,0.280887702,0.310341891,0.49143847,0.342747368,0.581028835
ENSSSCG00000028340,0,0,0.061560505,0.045252919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAGE4,955.8030604,683.7149351,0,0,0,306.533235,239.3087779,443.7145964,357.3631367,4.425158254,4.65933161,4.271309174,43.75822514,50.95101394,78.49756913,72.29891204,71.4056936,99.4475975,98.29301123,94.13758261
